0.012,0.547457,0.0221373,-0.275997
0.032,0.547457,0.0221373,-0.275997
0.052,0.547501,0.0221382,-0.275993
0.072,0.547493,0.0221617,-0.276007
0.092,0.547494,0.0221145,-0.276009
0.112,0.547457,0.0221373,-0.275997
0.132,0.547501,0.0221382,-0.275993
0.152,0.547493,0.0221617,-0.276007
0.172,0.547493,0.0221617,-0.276007
0.192,0.547501,0.0221382,-0.275993
0.212,0.547486,0.0221381,-0.276023
0.232,0.547493,0.0221617,-0.276007
0.252,0.547492,0.0221817,-0.276007
0.272,0.54753,0.022139,-0.276018
0.292,0.54753,0.022139,-0.276018
0.312,0.547486,0.0221381,-0.276023
0.332,0.54753,0.022139,-0.276018
0.352,0.54753,0.022139,-0.276018
0.372,0.547522,0.0221626,-0.276032
0.392,0.547515,0.0221389,-0.276048
0.412,0.547514,0.0221589,-0.276048
0.432,0.547522,0.0221626,-0.276032
0.452,0.547522,0.0221626,-0.276032
0.472,0.547515,0.0221389,-0.276048
0.492,0.547515,0.0221389,-0.276048
0.512,0.547515,0.0221389,-0.276048
0.532,0.547559,0.0221398,-0.276043
0.552,0.547559,0.0221398,-0.276043
0.572,0.547515,0.0221389,-0.276048
0.592,0.547515,0.0221389,-0.276048
0.612,0.547506,0.0221825,-0.276062
0.632,0.547522,0.0221626,-0.276032
0.652,0.547514,0.0221589,-0.276048
0.672,0.547515,0.0221389,-0.276048
0.692,0.547507,0.0221625,-0.276062
0.712,0.547478,0.0221617,-0.276037
0.732,0.547477,0.0221817,-0.276037
0.752,0.547478,0.0221617,-0.276037
0.772,0.547478,0.0221617,-0.276037
0.792,0.54747,0.0221581,-0.276052
0.812,0.547521,0.0221826,-0.276032
0.832,0.547477,0.0221817,-0.276037
0.852,0.547513,0.0221789,-0.276048
0.872,0.547469,0.0221781,-0.276052
0.892,0.547468,0.0221981,-0.276052
0.912,0.547468,0.0221981,-0.276052
0.932,0.547513,0.0221989,-0.276048
0.952,0.547468,0.0221981,-0.276052
0.972,0.547468,0.0221981,-0.276052
0.992,0.547468,0.0222181,-0.276052
1.012,0.547468,0.0221981,-0.276052
1.032,0.547468,0.0222181,-0.276052
1.052,0.547496,0.0222389,-0.276078
1.072,0.547495,0.0222589,-0.276078
1.092,0.547502,0.0222753,-0.276064
1.112,0.547483,0.0223552,-0.276093
1.132,0.547479,0.0224552,-0.276093
1.152,0.547474,0.0225952,-0.276093
1.172,0.547472,0.0227916,-0.276079
1.192,0.547455,0.0230351,-0.276093
1.212,0.547443,0.023315,-0.276093
1.232,0.547428,0.0236749,-0.276093
1.252,0.547412,0.0240348,-0.276093
1.272,0.54738,0.0244146,-0.276123
1.292,0.547368,0.024858,-0.276107
1.312,0.547349,0.0252779,-0.276107
1.332,0.547364,0.0257623,-0.276117
1.352,0.547295,0.0262809,-0.276121
1.372,0.547259,0.0268641,-0.276135
1.392,0.54723,0.0274637,-0.276135
1.412,0.547195,0.0281432,-0.276135
1.432,0.547158,0.0288627,-0.276135
1.452,0.547113,0.029702,-0.276135
1.472,0.547064,0.0305812,-0.276135
1.492,0.547009,0.0315602,-0.276135
1.512,0.546947,0.032619,-0.276135
1.532,0.546871,0.033741,-0.276149
1.552,0.546796,0.0349394,-0.276149
1.572,0.546679,0.0361721,-0.27614
1.592,0.546627,0.0374952,-0.276149
1.612,0.546488,0.0388505,-0.276154
1.632,0.546382,0.040211,-0.276168
1.652,0.54629,0.0415446,-0.276154
1.672,0.546178,0.042981,-0.276154
1.692,0.546009,0.0444576,-0.276172
1.712,0.545897,0.04589,-0.276158
1.732,0.545765,0.0474522,-0.276157
1.752,0.545629,0.0489869,-0.276157
1.772,0.545483,0.0504972,-0.276172
1.792,0.545332,0.0521108,-0.276172
1.812,0.545179,0.053684,-0.276172
1.832,0.545029,0.0552609,-0.276157
1.852,0.544863,0.0568731,-0.276157
1.872,0.544644,0.0585207,-0.276161
1.892,0.544418,0.0601875,-0.276166
1.912,0.54424,0.0617779,-0.276166
1.932,0.544029,0.0632246,-0.27617
1.952,0.543748,0.0645398,-0.276169
1.972,0.543535,0.06564,-0.276164
1.992,0.543218,0.0664755,-0.276171
2.012,0.542996,0.0669548,-0.276158
2.032,0.542883,0.0671441,-0.276167
2.052,0.542913,0.0672038,-0.276179
2.072,0.542903,0.0672832,-0.276179
2.092,0.542927,0.0673898,-0.276188
2.112,0.542915,0.0674252,-0.276204
2.132,0.542907,0.0674847,-0.276204
2.152,0.5429,0.0675442,-0.276204
2.172,0.542944,0.0675487,-0.276199
