2.192,0.542983,0.0675292,-0.276211
2.212,0.542983,0.0675292,-0.276211
2.232,0.542981,0.067549,-0.276211
2.252,0.543015,0.0675763,-0.27622
2.272,0.543054,0.0675568,-0.276232
2.292,0.54308,0.0675799,-0.276257
2.312,0.543063,0.0675984,-0.276287
2.332,0.543099,0.0676625,-0.276282
2.352,0.543121,0.0677253,-0.276307
2.372,0.54315,0.0677851,-0.276319
2.392,0.543214,0.0678722,-0.27634
2.412,0.543279,0.0680034,-0.276345
2.432,0.543345,0.0680636,-0.276367
2.452,0.543452,0.0682192,-0.276368
2.472,0.543598,0.068412,-0.276366
2.492,0.543695,0.0685833,-0.276382
2.512,0.543875,0.0688038,-0.27639
2.532,0.544053,0.0690442,-0.276397
2.552,0.544349,0.0693414,-0.276405
2.572,0.544677,0.0696792,-0.276424
2.592,0.545078,0.0700254,-0.276463
2.612,0.545584,0.070427,-0.276447
2.632,0.546184,0.0708436,-0.27649
2.652,0.546778,0.071308,-0.276531
2.672,0.547372,0.0717731,-0.276572
2.692,0.547986,0.0721932,-0.276583
2.712,0.54856,0.0726264,-0.276584
2.732,0.549194,0.0730542,-0.276634
2.752,0.549683,0.0734015,-0.276658
2.772,0.550065,0.0736555,-0.276666
2.792,0.550351,0.0738577,-0.276629
2.812,0.550374,0.0738563,-0.276585
2.832,0.550364,0.0738786,-0.276514
2.852,0.550327,0.0738328,-0.276434
2.872,0.550304,0.0737884,-0.276323
2.892,0.550242,0.0737634,-0.276202
2.912,0.550206,0.0738265,-0.27609
2.932,0.550197,0.0740291,-0.275969
2.952,0.550324,0.0743422,-0.2758
2.972,0.550325,0.0747023,-0.275616
2.992,0.550361,0.0749091,-0.275404
3.012,0.550504,0.0749634,-0.275103
3.032,0.550682,0.0748638,-0.27469
3.052,0.55095,0.0748178,-0.274164
3.072,0.551207,0.0747487,-0.273499
3.092,0.55156,0.0748531,-0.272671
3.112,0.552024,0.0752039,-0.271633
3.132,0.552482,0.0757235,-0.270472
3.152,0.553152,0.0764082,-0.268989
3.172,0.553859,0.077116,-0.267328
3.192,0.554635,0.077999,-0.26563
3.212,0.555172,0.0792749,-0.263953
3.232,0.555672,0.0806988,-0.262464
3.252,0.555976,0.0821005,-0.261384
3.272,0.556098,0.0832541,-0.26058
3.292,0.556113,0.0838935,-0.260166
3.312,0.556061,0.0840002,-0.260153
3.332,0.555832,0.0839025,-0.260319
3.352,0.555606,0.0837845,-0.260484
3.372,0.555453,0.0837189,-0.260566
3.392,0.55539,0.0837314,-0.260518
3.412,0.5555,0.0837917,-0.260442
3.432,0.555669,0.0838533,-0.260417
3.452,0.555706,0.0838992,-0.260411
3.472,0.555771,0.0840137,-0.260413
3.492,0.55587,0.08415,-0.260424
3.512,0.555835,0.0843353,-0.260439
3.532,0.555827,0.0845448,-0.260477
3.552,0.555804,0.0848623,-0.260513
3.572,0.555817,0.0852257,-0.260543
3.592,0.555956,0.085646,-0.260554
3.612,0.556101,0.086102,-0.260536
3.632,0.55626,0.0866257,-0.260557
3.652,0.556402,0.0872579,-0.260576
3.672,0.556551,0.087926,-0.260566
3.692,0.55678,0.0886847,-0.260529
3.712,0.557137,0.0895641,-0.260443
3.732,0.557637,0.090568,-0.260361
3.752,0.558336,0.0917045,-0.260245
3.772,0.55931,0.092965,-0.260112
3.792,0.560594,0.0943199,-0.259897
3.812,0.562077,0.0957022,-0.259676
3.832,0.563679,0.0971951,-0.259412
3.852,0.565573,0.0987735,-0.259093
3.872,0.567512,0.10041,-0.258728
3.892,0.569542,0.102182,-0.258358
3.912,0.571572,0.103962,-0.257965
3.932,0.573749,0.105843,-0.257543
3.952,0.575853,0.107815,-0.257132
3.972,0.577891,0.109784,-0.256753
3.992,0.579819,0.111846,-0.256375
4.012,0.581647,0.113926,-0.256006
4.032,0.583353,0.116003,-0.255707
4.052,0.584745,0.118109,-0.255534
4.072,0.585847,0.120272,-0.255424
4.092,0.586889,0.122478,-0.255319
4.112,0.587771,0.124828,-0.255307
4.132,0.58847,0.127071,-0.255282
4.152,0.58914,0.129195,-0.25527
4.172,0.589677,0.131315,-0.255273
4.192,0.589952,0.133552,-0.255338
4.212,0.58999,0.135889,-0.255504
4.232,0.589819,0.138406,-0.255757
4.252,0.589668,0.141049,-0.256054
4.272,0.589538,0.143642,-0.256397
4.292,0.589457,0.146192,-0.25672
4.312,0.589361,0.148717,-0.256972
4.332,0.589294,0.151226,-0.257143
4.352,0.58915,0.153817,-0.257232
4.372,0.588966,0.156427,-0.25719
4.392,0.588865,0.159009,-0.257042
4.412,0.588861,0.161521,-0.256875
4.432,0.588948,0.163971,-0.256702
4.452,0.588982,0.166253,-0.256549
4.472,0.588888,0.168323,-0.256436
4.492,0.588598,0.170143,-0.256367
4.512,0.588238,0.171664,-0.256364
4.532,0.587822,0.173036,-0.256398
4.552,0.587435,0.174324,-0.256413
4.572,0.587093,0.175342,-0.256408
4.592,0.586858,0.176254,-0.256413
4.612,0.586629,0.177119,-0.256436
4.632,0.586432,0.177924,-0.256515
4.652,0.586179,0.178739,-0.256619
4.672,0.585875,0.179447,-0.256819
4.692,0.585521,0.180047,-0.257113
4.712,0.585112,0.180592,-0.25757
4.732,0.584716,0.18102,-0.258259
4.752,0.584187,0.181191,-0.259242
4.772,0.583587,0.181251,-0.260456
4.792,0.582881,0.181327,-0.26189
4.812,0.582169,0.18126,-0.263513
4.832,0.581356,0.181197,-0.265345
4.852,0.580481,0.181093,-0.267325
4.872,0.579502,0.180987,-0.269424
4.892,0.578584,0.180822,-0.271588
4.912,0.577573,0.180611,-0.273782
4.932,0.57662,0.180515,-0.275934
4.952,0.576231,0.180471,-0.27772
4.972,0.57744,0.180896,-0.277338
4.992,0.577983,0.181403,-0.276909
5.012,0.578181,0.181775,-0.277028
5.032,0.578227,0.182073,-0.277081
5.052,0.578358,0.18241,-0.277018
5.072,0.578467,0.182738,-0.277006
5.092,0.578659,0.18309,-0.276975
5.112,0.578844,0.18351,-0.277001
5.132,0.579044,0.184052,-0.277
5.152,0.579197,0.18467,-0.27696
5.172,0.579522,0.185432,-0.276978
5.192,0.580043,0.186508,-0.276979
5.212,0.580743,0.187847,-0.276939
5.232,0.581487,0.189299,-0.276983
5.252,0.582186,0.190856,-0.277042
5.272,0.583019,0.192596,-0.277029
5.292,0.583893,0.194429,-0.277023
5.312,0.584766,0.196288,-0.277164
5.332,0.58582,0.198246,-0.277184
5.352,0.586881,0.200266,-0.277129
5.372,0.587621,0.202025,-0.277149
5.392,0.58813,0.203649,-0.277138
5.412,0.588503,0.205087,-0.277112
5.432,0.58866,0.206391,-0.277113
5.452,0.588675,0.207486,-0.277132
5.472,0.588639,0.208427,-0.277111
5.492,0.588572,0.209218,-0.277093
5.512,0.588531,0.209802,-0.277085
5.532,0.588544,0.210211,-0.277095
5.552,0.588493,0.210482,-0.277085
5.572,0.588504,0.210555,-0.277092
5.592,0.588497,0.210551,-0.277111
5.612,0.588539,0.210564,-0.2771
5.632,0.588497,0.210551,-0.277111
5.652,0.58849,0.210572,-0.277111
5.672,0.588497,0.210551,-0.277111
5.692,0.588554,0.210542,-0.277085
5.712,0.588486,0.21052,-0.277072
5.732,0.588481,0.210469,-0.277033
5.752,0.588425,0.210348,-0.276984
5.772,0.588308,0.210184,-0.276922
5.792,0.588121,0.209843,-0.276881
5.812,0.587764,0.209399,-0.276843
5.832,0.587309,0.209154,-0.276864
5.852,0.587076,0.20908,-0.276892
5.872,0.587076,0.20908,-0.276892
5.892,0.587076,0.20908,-0.276892
5.912,0.587076,0.20908,-0.276892
5.932,0.587034,0.209093,-0.276884
5.952,0.587076,0.20908,-0.276892
5.972,0.587034,0.209093,-0.276884
5.992,0.587076,0.20908,-0.276892
6.012,0.587075,0.209106,-0.276874
6.032,0.587034,0.209093,-0.276884
6.052,0.587075,0.209106,-0.276874
6.072,0.587034,0.209093,-0.276884
6.092,0.587042,0.209072,-0.276884
6.112,0.586993,0.20908,-0.276895
6.132,0.587034,0.209093,-0.276884
6.152,0.587042,0.209072,-0.276884
6.172,0.587042,0.209072,-0.276884
6.192,0.586993,0.20908,-0.276895
6.212,0.586993,0.20908,-0.276895
6.232,0.587001,0.209059,-0.276895
6.252,0.586993,0.20908,-0.276895
6.272,0.587001,0.209059,-0.276895
6.292,0.587042,0.209072,-0.276884
6.312,0.587001,0.209059,-0.276895
6.332,0.586993,0.20908,-0.276895
6.352,0.586993,0.20908,-0.276895
6.372,0.586993,0.20908,-0.276895
6.392,0.587042,0.209072,-0.276884
6.412,0.587001,0.209059,-0.276895
6.432,0.587001,0.209059,-0.276895
6.452,0.587001,0.209059,-0.276895
6.472,0.587001,0.209059,-0.276895
6.492,0.587001,0.209059,-0.276895
6.512,0.587001,0.209059,-0.276895
6.532,0.587001,0.209059,-0.276895
6.552,0.587001,0.209059,-0.276895
6.572,0.587001,0.209059,-0.276895
6.592,0.587001,0.209059,-0.276895
6.612,0.587015,0.209063,-0.276861
6.632,0.586993,0.20908,-0.276895
6.652,0.587001,0.209059,-0.276895
