0.01,-0.0716411,3.20387e-05,0.0815322,-0.000182617,-1.9983,0.000182448,3.11483
0.03,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.05,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.07,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.09,-0.0716411,3.20387e-05,0.0815322,-0.000182617,-1.9983,0.000182448,3.11483
0.11,-0.0716389,3.93938e-05,0.0815342,-0.00021914,-1.99827,0.000228061,3.11483
0.13,-0.0716618,2.99269e-05,0.0815723,-0.00021914,-1.99827,0.000136836,3.11475
0.15,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.17,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.19,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.21,-0.0716411,3.20387e-05,0.0815322,-0.000182617,-1.9983,0.000182448,3.11483
0.23,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.25,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.27,-0.071616,3.93787e-05,0.081496,-0.00021914,-1.99827,0.000228061,3.11492
0.29,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.31,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.33,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.35,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.37,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.39,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.41,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.43,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.45,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.47,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.49,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.51,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.53,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.55,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.57,-0.0716389,3.93938e-05,0.0815342,-0.00021914,-1.99827,0.000228061,3.11483
0.59,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.61,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
0.63,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.65,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.67,-0.0716618,2.73096e-05,0.0815723,-0.000182617,-1.99827,0.000136836,3.11475
0.69,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.71,-0.0716389,3.67773e-05,0.0815342,-0.000182617,-1.99827,0.000228061,3.11483
0.73,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.75,-0.0716389,3.93938e-05,0.0815342,-0.00021914,-1.99827,0.000228061,3.11483
0.77,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.79,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.81,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.83,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.85,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.87,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.89,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
0.91,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.93,-0.0716389,3.93938e-05,0.0815342,-0.00021914,-1.99827,0.000228061,3.11483
0.95,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.97,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
0.99,-0.0716618,3.67916e-05,0.0815723,-0.000182617,-1.99827,0.000228061,3.11475
1.01,-0.071664,3.2051e-05,0.0815704,-0.000182617,-1.9983,0.000182448,3.11475
1.03,-0.071664,3.46684e-05,0.0815704,-0.00021914,-1.9983,0.000182448,3.11475
1.05,-0.0716618,3.94089e-05,0.0815723,-0.00021914,-1.99827,0.000228061,3.11475
1.07,-0.0716411,3.46553e-05,0.0815322,-0.00021914,-1.9983,0.000182448,3.11483
1.09,-0.0716389,3.93938e-05,0.0815342,-0.00021914,-1.99827,0.000228061,3.11483
